code_insee,commune,loyer_m2_maison,loyer_m2_appartement,nb_obs_maison,nb_obs_appartement,source,updated_at
07348,Vogüé,,10,0,114,Loyers (données publiques),2026-03-03T09:22:09.139Z
07349,La Voulte-sur-Rhône,9,10,101,922,Loyers (données publiques),2026-03-03T09:22:09.139Z
08043,Balan,,9,0,139,Loyers (données publiques),2026-03-03T09:22:09.139Z
08053,Bazeilles,,9,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
08081,Bogny-sur-Meuse,7,7,336,431,Loyers (données publiques),2026-03-03T09:22:09.139Z
08090,Carignan,,8,0,416,Loyers (données publiques),2026-03-03T09:22:09.139Z
08105,Charleville-Mézières,9,10,894,10598,Loyers (données publiques),2026-03-03T09:22:09.139Z
08107,Château-Porcien,,9,0,131,Loyers (données publiques),2026-03-03T09:22:09.139Z
08142,Donchery,,9,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
08174,Floing,,9,0,151,Loyers (données publiques),2026-03-03T09:22:09.139Z
08185,Fumay,7,7,116,182,Loyers (données publiques),2026-03-03T09:22:09.139Z
08190,Givet,8,8,151,747,Loyers (données publiques),2026-03-03T09:22:09.139Z
08262,Lucquy,,9,0,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
08302,Monthermé,,7,0,165,Loyers (données publiques),2026-03-03T09:22:09.139Z
08311,Mouzon,8,8,119,139,Loyers (données publiques),2026-03-03T09:22:09.139Z
08328,Nouzonville,7,7,155,464,Loyers (données publiques),2026-03-03T09:22:09.139Z
08354,Raucourt-et-Flaba,7,,103,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
08361,Renwez,7,8,122,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
08362,Rethel,9,10,395,1561,Loyers (données publiques),2026-03-03T09:22:09.139Z
08363,Revin,6,8,335,571,Loyers (données publiques),2026-03-03T09:22:09.139Z
08365,Rimogne,,8,0,176,Loyers (données publiques),2026-03-03T09:22:09.139Z
08367,Rocroi,,9,0,251,Loyers (données publiques),2026-03-03T09:22:09.139Z
08409,Sedan,9,9,206,4297,Loyers (données publiques),2026-03-03T09:22:09.139Z
08457,Tournes,,9,0,109,Loyers (données publiques),2026-03-03T09:22:09.139Z
08480,Villers-Semeuse,,10,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
08488,Vivier-au-Court,,11,0,104,Loyers (données publiques),2026-03-03T09:22:09.139Z
08490,Vouziers,7,8,163,778,Loyers (données publiques),2026-03-03T09:22:09.139Z
08491,Vrigne aux Bois,8,11,102,424,Loyers (données publiques),2026-03-03T09:22:09.139Z
09032,Ax-les-Thermes,,13,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
09085,Castillon-en-Couserans,,9,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
09122,Foix,10,9,393,2175,Loyers (données publiques),2026-03-03T09:22:09.139Z
09157,Laroque-d'Olmes,7,9,124,133,Loyers (données publiques),2026-03-03T09:22:09.139Z
09160,Lavelanet,8,9,255,875,Loyers (données publiques),2026-03-03T09:22:09.139Z
09167,Lézat-sur-Lèze,,11,0,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
09185,Mazères,8,12,288,296,Loyers (données publiques),2026-03-03T09:22:09.139Z
09194,Mirepoix,8,12,140,288,Loyers (données publiques),2026-03-03T09:22:09.139Z
09225,Pamiers,9,10,714,2774,Loyers (données publiques),2026-03-03T09:22:09.139Z
09261,Saint-Girons,8,9,257,1560,Loyers (données publiques),2026-03-03T09:22:09.139Z
09282,Saverdun,9,12,246,404,Loyers (données publiques),2026-03-03T09:22:09.139Z
09306,Tarascon-sur-Ariège,,10,0,471,Loyers (données publiques),2026-03-03T09:22:09.139Z
09312,La Tour-du-Crieu,10,12,168,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
09324,Varilhes,9,10,234,348,Loyers (données publiques),2026-03-03T09:22:09.139Z
09332,Verniolle,9,,108,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
10003,Aix-Villemaur-Pâlis,7,8,120,162,Loyers (données publiques),2026-03-03T09:22:09.139Z
10006,Arcis-sur-Aube,7,8,232,434,Loyers (données publiques),2026-03-03T09:22:09.139Z
10033,Bar-sur-Aube,8,8,140,1322,Loyers (données publiques),2026-03-03T09:22:09.139Z
10034,Bar-sur-Seine,7,8,111,604,Loyers (données publiques),2026-03-03T09:22:09.139Z
10060,Bréviandes,11,11,117,163,Loyers (données publiques),2026-03-03T09:22:09.139Z
10064,Brienne-le-Château,7,7,156,409,Loyers (données publiques),2026-03-03T09:22:09.139Z
10080,Chaource,,8,0,187,Loyers (données publiques),2026-03-03T09:22:09.139Z
10081,La Chapelle-Saint-Luc,10,10,107,923,Loyers (données publiques),2026-03-03T09:22:09.139Z
10123,Dienville,7,,114,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
10140,Ervy-le-Châtel,,7,0,140,Loyers (données publiques),2026-03-03T09:22:09.139Z
10142,Estissac,8,7,161,124,Loyers (données publiques),2026-03-03T09:22:09.139Z
10216,Mailly-le-Camp,,7,0,103,Loyers (données publiques),2026-03-03T09:22:09.139Z
10233,Méry-sur-Seine,,7,0,125,Loyers (données publiques),2026-03-03T09:22:09.139Z
10265,Les Noës-près-Troyes,,10,0,183,Loyers (données publiques),2026-03-03T09:22:09.139Z
10268,Nogent-sur-Seine,8,10,251,1016,Loyers (données publiques),2026-03-03T09:22:09.139Z
10297,Pont-Sainte-Marie,10,11,123,270,Loyers (données publiques),2026-03-03T09:22:09.139Z
10321,La Rivière-de-Corps,11,,137,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
10323,Romilly-sur-Seine,10,9,740,1813,Loyers (données publiques),2026-03-03T09:22:09.139Z
10325,Rosières-près-Troyes,11,14,152,207,Loyers (données publiques),2026-03-03T09:22:09.139Z
10333,Saint-André-les-Vergers,10,14,335,1623,Loyers (données publiques),2026-03-03T09:22:09.139Z
10343,Saint-Julien-les-Villas,11,13,176,696,Loyers (données publiques),2026-03-03T09:22:09.139Z
10349,Saint-Lyé,10,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
10357,Saint-Parres-aux-Tertres,11,12,162,108,Loyers (données publiques),2026-03-03T09:22:09.139Z
10362,Sainte-Savine,10,11,301,2302,Loyers (données publiques),2026-03-03T09:22:09.139Z
10387,Troyes,10,11,1454,18840,Loyers (données publiques),2026-03-03T09:22:09.139Z
10401,Vendeuvre-sur-Barse,,9,0,278,Loyers (données publiques),2026-03-03T09:22:09.139Z
10420,Villenauxe-la-Grande,7,9,109,143,Loyers (données publiques),2026-03-03T09:22:09.139Z
11009,Alzonne,8,,115,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11040,Bizanet,9,,101,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11049,Bram,9,10,261,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
11067,Canet,9,,101,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11068,Capendu,8,,112,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11069,Carcassonne,10,11,1896,6836,Loyers (données publiques),2026-03-03T09:22:09.139Z
11076,Castelnaudary,8,10,776,1937,Loyers (données publiques),2026-03-03T09:22:09.139Z
11099,Conques-sur-Orbiel,8,,155,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11106,Coursan,9,10,195,559,Loyers (données publiques),2026-03-03T09:22:09.139Z
11116,Cuxac-d'Aude,9,10,133,327,Loyers (données publiques),2026-03-03T09:22:09.139Z
11129,Espéraza,,8,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
11145,Fleury,10,11,158,232,Loyers (données publiques),2026-03-03T09:22:09.139Z
11170,Gruissan,13,13,112,452,Loyers (données publiques),2026-03-03T09:22:09.139Z
11188,La Palme,10,11,102,118,Loyers (données publiques),2026-03-03T09:22:09.139Z
11190,La Redorte,8,,119,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11202,Leucate,10,12,123,352,Loyers (données publiques),2026-03-03T09:22:09.139Z
11203,Lézignan-Corbières,9,10,455,1024,Loyers (données publiques),2026-03-03T09:22:09.139Z
11206,Limoux,8,9,485,1417,Loyers (données publiques),2026-03-03T09:22:09.139Z
11254,Montréal,8,,141,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11262,Narbonne,12,11,1480,10527,Loyers (données publiques),2026-03-03T09:22:09.139Z
11266,Port-la-Nouvelle,12,12,193,615,Loyers (données publiques),2026-03-03T09:22:09.139Z
11269,Ouveillan,8,10,196,126,Loyers (données publiques),2026-03-03T09:22:09.139Z
11272,Palaja,11,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11279,Pennautier,9,10,115,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
11304,Quillan,,8,0,231,Loyers (données publiques),2026-03-03T09:22:09.139Z
11315,Rieux-Minervois,8,,153,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11369,Sallèles-d'Aude,9,11,127,113,Loyers (données publiques),2026-03-03T09:22:09.139Z
11370,Salles-d'Aude,10,11,113,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
11379,Sigean,11,11,283,458,Loyers (données publiques),2026-03-03T09:22:09.139Z
11397,Trèbes,10,12,276,254,Loyers (données publiques),2026-03-03T09:22:09.139Z
11425,Villegailhenc,9,,120,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11429,Villemoustaussou,10,,219,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
11434,Villepinte,8,10,115,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
11441,Vinassan,10,12,148,221,Loyers (données publiques),2026-03-03T09:22:09.139Z
12013,Aubin,,8,0,369,Loyers (données publiques),2026-03-03T09:22:09.139Z
12033,Bozouls,,10,0,266,Loyers (données publiques),2026-03-03T09:22:09.139Z
12052,Capdenac-Gare,8,9,202,769,Loyers (données publiques),2026-03-03T09:22:09.139Z
12056,Baraqueville,9,10,112,406,Loyers (données publiques),2026-03-03T09:22:09.139Z
12063,La Cavalerie,9,9,148,225,Loyers (données publiques),2026-03-03T09:22:09.139Z
12083,Cransac,,8,0,263,Loyers (données publiques),2026-03-03T09:22:09.139Z
12089,Decazeville,7,8,108,1419,Loyers (données publiques),2026-03-03T09:22:09.139Z
12090,Druelle Balsac,9,,124,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
12096,Espalion,8,9,101,902,Loyers (données publiques),2026-03-03T09:22:09.139Z
12100,Firmi,,8,0,144,Loyers (données publiques),2026-03-03T09:22:09.139Z
12102,Flavin,,10,0,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
12119,Laguiole,,8,0,174,Loyers (données publiques),2026-03-03T09:22:09.139Z
12120,Laissac-Sévérac l'Église,,11,0,326,Loyers (données publiques),2026-03-03T09:22:09.139Z
12133,Luc-la-Primaube,10,11,261,927,Loyers (données publiques),2026-03-03T09:22:09.139Z
12138,Marcillac-Vallon,,9,0,303,Loyers (données publiques),2026-03-03T09:22:09.139Z
12145,Millau,9,10,299,3880,Loyers (données publiques),2026-03-03T09:22:09.139Z
12146,Le Monastère,,11,0,258,Loyers (données publiques),2026-03-03T09:22:09.139Z
12148,Montbazens,,9,0,141,Loyers (données publiques),2026-03-03T09:22:09.139Z
12169,Naucelle,8,9,106,183,Loyers (données publiques),2026-03-03T09:22:09.139Z
12174,Olemps,,11,0,394,Loyers (données publiques),2026-03-03T09:22:09.139Z
12176,Onet-le-Château,11,11,209,1870,Loyers (données publiques),2026-03-03T09:22:09.139Z
12185,Pont-de-Salars,,9,0,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
12197,Réquista,,8,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
12198,Rieupeyroux,,9,0,186,Loyers (données publiques),2026-03-03T09:22:09.139Z
12199,Rignac,8,9,158,306,Loyers (données publiques),2026-03-03T09:22:09.139Z
12202,Rodez,9,11,330,11986,Loyers (données publiques),2026-03-03T09:22:09.139Z
12208,Saint-Affrique,8,9,235,1623,Loyers (données publiques),2026-03-03T09:22:09.139Z
12218,Conques-en-Rouergue,,9,0,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
12224,Saint Geniez d'Olt et d'Aubrac,,8,0,285,Loyers (données publiques),2026-03-03T09:22:09.139Z
12264,Sébazac-Concourès,11,11,144,192,Loyers (données publiques),2026-03-03T09:22:09.139Z
12270,Sévérac d'Aveyron,7,8,132,431,Loyers (données publiques),2026-03-03T09:22:09.139Z
12300,Villefranche-de-Rouergue,10,10,459,2757,Loyers (données publiques),2026-03-03T09:22:09.139Z
12301,Villeneuve,10,,123,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
12305,Viviez,,8,0,185,Loyers (données publiques),2026-03-03T09:22:09.139Z
13001,Aix-en-Provence,20,19,2673,52857,Loyers (données publiques),2026-03-03T09:22:09.139Z
13002,Allauch,17,17,542,1488,Loyers (données publiques),2026-03-03T09:22:09.139Z
13003,Alleins,,16,0,172,Loyers (données publiques),2026-03-03T09:22:09.139Z
13004,Arles,12,13,1703,7991,Loyers (données publiques),2026-03-03T09:22:09.139Z
13005,Aubagne,18,15,651,6961,Loyers (données publiques),2026-03-03T09:22:09.139Z
13006,Aureille,,14,0,101,Loyers (données publiques),2026-03-03T09:22:09.139Z
13007,Auriol,15,15,265,1109,Loyers (données publiques),2026-03-03T09:22:09.139Z
13010,Barbentane,11,14,193,337,Loyers (données publiques),2026-03-03T09:22:09.139Z
13014,Berre-l'Étang,14,14,194,625,Loyers (données publiques),2026-03-03T09:22:09.139Z
13015,Bouc-Bel-Air,18,18,479,770,Loyers (données publiques),2026-03-03T09:22:09.139Z
13016,La Bouilladisse,16,16,130,337,Loyers (données publiques),2026-03-03T09:22:09.139Z
13018,Cabannes,12,14,153,343,Loyers (données publiques),2026-03-03T09:22:09.139Z
13019,Cabriès,19,18,264,320,Loyers (données publiques),2026-03-03T09:22:09.139Z
13021,Carry-le-Rouet,20,19,112,704,Loyers (données publiques),2026-03-03T09:22:09.139Z
13022,Cassis,23,21,119,657,Loyers (données publiques),2026-03-03T09:22:09.139Z
13023,Ceyreste,20,17,118,206,Loyers (données publiques),2026-03-03T09:22:09.139Z
13024,Charleval,,13,0,153,Loyers (données publiques),2026-03-03T09:22:09.139Z
13025,Châteauneuf-le-Rouge,,18,0,404,Loyers (données publiques),2026-03-03T09:22:09.139Z
13026,Châteauneuf-les-Martigues,15,17,227,955,Loyers (données publiques),2026-03-03T09:22:09.139Z
13027,Châteaurenard,12,13,496,1493,Loyers (données publiques),2026-03-03T09:22:09.139Z
13028,La Ciotat,20,18,433,5795,Loyers (données publiques),2026-03-03T09:22:09.139Z
13030,Cuges-les-Pins,15,14,135,531,Loyers (données publiques),2026-03-03T09:22:09.139Z
13031,La Destrousse,,17,0,308,Loyers (données publiques),2026-03-03T09:22:09.139Z
13032,Éguilles,18,17,414,1303,Loyers (données publiques),2026-03-03T09:22:09.139Z
13033,Ensuès-la-Redonne,17,18,234,317,Loyers (données publiques),2026-03-03T09:22:09.139Z
13035,Eyguières,14,14,439,712,Loyers (données publiques),2026-03-03T09:22:09.139Z
13036,Eyragues,11,12,140,268,Loyers (données publiques),2026-03-03T09:22:09.139Z
13037,La Fare-les-Oliviers,15,16,373,738,Loyers (données publiques),2026-03-03T09:22:09.139Z
13038,Fontvieille,12,14,155,144,Loyers (données publiques),2026-03-03T09:22:09.139Z
13039,Fos-sur-Mer,14,15,277,810,Loyers (données publiques),2026-03-03T09:22:09.139Z
13040,Fuveau,16,17,233,610,Loyers (données publiques),2026-03-03T09:22:09.139Z
13041,Gardanne,17,16,367,2690,Loyers (données publiques),2026-03-03T09:22:09.139Z
13042,Gémenos,17,17,116,371,Loyers (données publiques),2026-03-03T09:22:09.139Z
13043,Gignac-la-Nerthe,16,17,188,545,Loyers (données publiques),2026-03-03T09:22:09.139Z
13044,Grans,14,15,195,476,Loyers (données publiques),2026-03-03T09:22:09.139Z
13045,Graveson,12,12,286,363,Loyers (données publiques),2026-03-03T09:22:09.139Z
13046,Gréasque,16,16,165,312,Loyers (données publiques),2026-03-03T09:22:09.139Z
13047,Istres,14,15,656,4253,Loyers (données publiques),2026-03-03T09:22:09.139Z
13048,Jouques,10,14,152,379,Loyers (données publiques),2026-03-03T09:22:09.139Z
13050,Lambesc,15,18,374,1167,Loyers (données publiques),2026-03-03T09:22:09.139Z
13051,Lançon-Provence,14,15,296,550,Loyers (données publiques),2026-03-03T09:22:09.139Z
13052,Maillane,12,12,169,194,Loyers (données publiques),2026-03-03T09:22:09.139Z
13053,Mallemort,12,14,295,571,Loyers (données publiques),2026-03-03T09:22:09.139Z
13054,Marignane,15,15,367,3126,Loyers (données publiques),2026-03-03T09:22:09.139Z
13056,Martigues,15,16,593,5119,Loyers (données publiques),2026-03-03T09:22:09.139Z
13058,Maussane-les-Alpilles,14,14,159,176,Loyers (données publiques),2026-03-03T09:22:09.139Z
13059,Meyrargues,15,16,135,392,Loyers (données publiques),2026-03-03T09:22:09.139Z
13060,Meyreuil,18,18,165,573,Loyers (données publiques),2026-03-03T09:22:09.139Z
13062,Mimet,,16,0,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
13063,Miramas,13,14,385,2054,Loyers (données publiques),2026-03-03T09:22:09.139Z
13064,Mollégès,,14,0,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
13065,Mouriès,13,,213,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
13066,Noves,11,13,274,415,Loyers (données publiques),2026-03-03T09:22:09.139Z
13067,Orgon,,12,0,178,Loyers (données publiques),2026-03-03T09:22:09.139Z
13069,Pélissanne,15,15,405,967,Loyers (données publiques),2026-03-03T09:22:09.139Z
13070,La Penne-sur-Huveaune,,16,0,379,Loyers (données publiques),2026-03-03T09:22:09.139Z
13071,Les Pennes-Mirabeau,16,17,436,1249,Loyers (données publiques),2026-03-03T09:22:09.139Z
13072,Peynier,,17,0,321,Loyers (données publiques),2026-03-03T09:22:09.139Z
13073,Peypin,17,17,112,266,Loyers (données publiques),2026-03-03T09:22:09.139Z
13074,Peyrolles-en-Provence,,14,0,563,Loyers (données publiques),2026-03-03T09:22:09.139Z
13075,Plan-de-Cuques,18,18,184,971,Loyers (données publiques),2026-03-03T09:22:09.139Z
13077,Port-de-Bouc,14,15,126,891,Loyers (données publiques),2026-03-03T09:22:09.139Z
13078,Port-Saint-Louis-du-Rhône,,13,0,380,Loyers (données publiques),2026-03-03T09:22:09.139Z
13080,Le Puy-Sainte-Réparade,15,16,179,585,Loyers (données publiques),2026-03-03T09:22:09.139Z
13081,Rognac,15,16,242,694,Loyers (données publiques),2026-03-03T09:22:09.139Z
13082,Rognes,13,15,172,298,Loyers (données publiques),2026-03-03T09:22:09.139Z
13083,Rognonas,12,15,333,353,Loyers (données publiques),2026-03-03T09:22:09.139Z
13084,La Roque-d'Anthéron,11,14,104,249,Loyers (données publiques),2026-03-03T09:22:09.139Z
13085,Roquefort-la-Bédoule,,17,0,319,Loyers (données publiques),2026-03-03T09:22:09.139Z
13086,Roquevaire,16,15,237,887,Loyers (données publiques),2026-03-03T09:22:09.139Z
13087,Rousset,14,17,133,711,Loyers (données publiques),2026-03-03T09:22:09.139Z
13088,Le Rove,16,18,143,271,Loyers (données publiques),2026-03-03T09:22:09.139Z
13089,Saint-Andiol,11,14,107,206,Loyers (données publiques),2026-03-03T09:22:09.139Z
13091,Saint-Cannat,15,17,188,616,Loyers (données publiques),2026-03-03T09:22:09.139Z
13092,Saint-Chamas,14,15,200,928,Loyers (données publiques),2026-03-03T09:22:09.139Z
13094,Saint-Étienne-du-Grès,13,,113,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
13096,Saintes-Maries-de-la-Mer,,15,0,153,Loyers (données publiques),2026-03-03T09:22:09.139Z
13097,Saint-Martin-de-Crau,13,15,376,587,Loyers (données publiques),2026-03-03T09:22:09.139Z
13098,Saint-Mitre-les-Remparts,14,15,154,384,Loyers (données publiques),2026-03-03T09:22:09.139Z
13100,Saint-Rémy-de-Provence,13,15,398,964,Loyers (données publiques),2026-03-03T09:22:09.139Z
13101,Saint-Savournin,17,16,143,230,Loyers (données publiques),2026-03-03T09:22:09.139Z
13102,Saint-Victoret,14,17,160,380,Loyers (données publiques),2026-03-03T09:22:09.139Z
13103,Salon-de-Provence,15,14,1036,6870,Loyers (données publiques),2026-03-03T09:22:09.139Z
13104,Sausset-les-Pins,19,20,223,698,Loyers (données publiques),2026-03-03T09:22:09.139Z
13105,Sénas,12,13,301,410,Loyers (données publiques),2026-03-03T09:22:09.139Z
13106,Septèmes-les-Vallons,15,17,170,655,Loyers (données publiques),2026-03-03T09:22:09.139Z
13107,Simiane-Collongue,18,17,193,271,Loyers (données publiques),2026-03-03T09:22:09.139Z
13108,Tarascon,11,12,231,1284,Loyers (données publiques),2026-03-03T09:22:09.139Z
13109,Le Tholonet,,19,0,312,Loyers (données publiques),2026-03-03T09:22:09.139Z
13110,Trets,14,15,250,1348,Loyers (données publiques),2026-03-03T09:22:09.139Z
13112,Velaux,15,16,275,654,Loyers (données publiques),2026-03-03T09:22:09.139Z
13113,Venelles,18,18,219,789,Loyers (données publiques),2026-03-03T09:22:09.139Z
13114,Ventabren,18,18,365,517,Loyers (données publiques),2026-03-03T09:22:09.139Z
13117,Vitrolles,15,17,289,3514,Loyers (données publiques),2026-03-03T09:22:09.139Z
13118,Coudoux,15,16,163,298,Loyers (données publiques),2026-03-03T09:22:09.139Z
13119,Carnoux-en-Provence,,18,0,522,Loyers (données publiques),2026-03-03T09:22:09.139Z
13201,Marseille 1er Arrondissement,,15,0,10197,Loyers (données publiques),2026-03-03T09:22:09.139Z
13202,Marseille 2e Arrondissement,,17,0,4866,Loyers (données publiques),2026-03-03T09:22:09.139Z
13203,Marseille 3e Arrondissement,,15,0,8698,Loyers (données publiques),2026-03-03T09:22:09.139Z
13204,Marseille 4e Arrondissement,,15,0,13834,Loyers (données publiques),2026-03-03T09:22:09.139Z
